learner_id,session_id,profile,video_topic,video_length_minutes,question_id,question_type,question_difficulty,delay_condition,answer_correct,scored_value,response_time_seconds,question_skipped,video_completion_rate,pause_count,replay_count,skip_count,attention_noise_level,learner_status,expected_status
L0002,2,A,News,5.209044315623023,3,comprehension,easy,immediate,1.0,0.7034883237767628,9.380849218282439,0.0,0.9065137260736443,0,0,2,low,Stable Learner,Strong Retention
L0002,2,A,World,12.594948974309496,4,comprehension,hard,long_delay,1.0,0.7274773935464247,13.784288805928322,0.0,0.9065137260736443,3,2,1,low,Stable Learner,Strong Retention
L0002,2,A,News,17.06186789273394,5,comprehension,hard,immediate,1.0,1.0,10.18006607863688,0.0,0.9065137260736443,3,3,0,low,Stable Learner,Strong Retention
L0002,2,A,Cooking,18.913438265097614,6,comprehension,easy,short_delay,1.0,0.7178613320775614,7.097576944931007,0.0,0.9065137260736443,4,1,0,low,Stable Learner,Strong Retention
L0002,2,A,Cooking,14.942963191453737,7,reasoning,hard,short_delay,1.0,0.8838489203736345,6.888249702721523,0.0,0.9065137260736443,1,3,2,low,Stable Learner,Strong Retention
L0002,2,A,Cooking,13.32797063490237,8,comprehension,easy,short_delay,1.0,0.7097072821912974,12.690351670888479,0.0,0.9065137260736443,4,0,2,low,Stable Learner,Strong Retention
L0002,2,A,News,11.286714789744558,9,comprehension,hard,immediate,1.0,0.8931573012874244,18.31636502564174,0.0,0.9065137260736443,2,0,2,low,Stable Learner,Strong Retention
L0003,3,A,News,5.800728989407631,0,comprehension,medium,short_delay,1.0,0.8315605003590341,4.969086434573475,0.0,0.8704646493018257,2,2,2,low,Stable Learner,Strong Retention
L0003,3,A,Sports,9.769866454280741,1,inference,medium,long_delay,1.0,0.9205853620888234,6.131819018436038,0.0,0.8704646493018257,4,3,2,low,Stable Learner,Strong Retention
L0003,3,A,Cooking,7.722476143947861,2,comprehension,hard,immediate,1.0,0.7270916162256392,20.516988448113192,0.0,0.8704646493018257,1,0,1,low,Stable Learner,Strong Retention
L0003,3,A,Cooking,11.243936385547885,3,reasoning,easy,immediate,1.0,0.7345853559932204,6.850309674903876,0.0,0.8704646493018257,1,3,1,low,Stable Learner,Strong Retention
L0003,3,A,World,17.501878306828395,4,comprehension,easy,immediate,1.0,0.5852710970261346,7.612857686181441,0.0,0.8704646493018257,2,3,2,low,Stable Learner,Strong Retention
L0003,3,A,News,17.65362427396629,5,inference,hard,immediate,1.0,0.7837334079455093,19.347654113285255,0.0,0.8704646493018257,4,1,2,low,Stable Learner,Strong Retention
L0003,3,A,Cooking,14.637249139933214,6,inference,medium,long_delay,1.0,0.6937585588140437,23.62026867696163,0.0,0.8704646493018257,3,0,2,low,Stable Learner,Strong Retention
L0003,3,A,Cooking,12.713343052856217,7,inference,hard,long_delay,1.0,0.7470560572633926,7.313733484698633,0.0,0.8704646493018257,2,3,1,low,Stable Learner,Strong Retention
L0003,3,A,Entertainment,8.99694976251269,8,factual_recall,easy,immediate,1.0,0.7123139221832412,10.527004172847878,1.0,0.8704646493018257,2,1,0,low,Stable Learner,Strong Retention
L0003,3,A,Cooking,8.488549107933105,9,reasoning,medium,short_delay,1.0,0.7905737445747444,13.366222203762039,0.0,0.8704646493018257,1,2,0,low,Stable Learner,Strong Retention
L0004,4,A,Cooking,7.569369561391833,0,factual_recall,easy,short_delay,1.0,0.9300044594698958,9.210304706798892,0.0,0.8832771913822062,0,2,1,low,Stable Learner,Strong Retention
L0004,4,A,Cooking,12.839476632696842,1,factual_recall,hard,long_delay,1.0,0.8582655241987708,15.958335738379413,0.0,0.8832771913822062,3,2,1,low,Stable Learner,Strong Retention
L0004,4,A,Sports,18.96854353535153,2,factual_recall,hard,immediate,1.0,0.9732311605409945,7.286785507540538,0.0,0.8832771913822062,3,0,2,low,Stable Learner,Strong Retention
L0004,4,A,News,14.867949275607918,3,factual_recall,medium,long_delay,1.0,0.9177411888977695,15.129401369670646,0.0,0.8832771913822062,3,0,2,low,Stable Learner,Strong Retention
L0004,4,A,Entertainment,18.475498210423037,4,reasoning,hard,long_delay,1.0,0.8439086678929577,11.237395769979361,0.0,0.8832771913822062,3,1,2,low,Stable Learner,Strong Retention
L0004,4,A,Sports,9.716599703063943,5,reasoning,easy,long_delay,1.0,0.9743934526167792,16.684988373869277,0.0,0.8832771913822062,0,0,2,low,Stable Learner,Strong Retention
L0004,4,A,Cooking,10.749797341661148,6,reasoning,easy,long_delay,1.0,0.8438993158738299,15.00347595492504,0.0,0.8832771913822062,0,2,2,low,Stable Learner,Strong Retention
L0004,4,A,World,16.704522408640884,7,factual_recall,medium,immediate,1.0,0.8827988176797059,19.282584630587206,0.0,0.8832771913822062,1,2,2,low,Stable Learner,Strong Retention
L0004,4,A,News,19.267919900057617,8,factual_recall,medium,immediate,1.0,0.7703429046465292,14.92309876455458,0.0,0.8832771913822062,1,3,2,low,Stable Learner,Strong Retention
L0004,4,A,Entertainment,6.828825175026688,9,reasoning,medium,immediate,1.0,0.8066545815859205,5.711838977387037,0.0,0.8832771913822062,3,2,0,low,Stable Learner,Strong Retention
L0005,5,A,World,16.581625986565708,0,inference,hard,long_delay,1.0,0.6398722062881147,14.80781450488508,0.0,0.837417639294693,4,3,1,low,Stable Learner,Strong Retention
L0005,5,A,News,8.026731660785831,1,comprehension,easy,long_delay,1.0,0.7205863709974577,12.552965728234728,1.0,0.837417639294693,2,2,2,low,Stable Learner,Strong Retention
L0005,5,A,Cooking,17.766966496429024,2,factual_recall,medium,immediate,1.0,0.8439636606016994,15.040532341503415,1.0,0.837417639294693,4,2,0,low,Stable Learner,Strong Retention
L0005,5,A,News,9.061381269767004,3,comprehension,hard,short_delay,1.0,0.8524187842812772,12.916845496460274,0.0,0.837417639294693,4,2,1,low,Stable Learner,Strong Retention
L0005,5,A,Cooking,14.244634548912993,4,comprehension,easy,immediate,1.0,0.8276274179328554,14.120258822405866,0.0,0.837417639294693,1,3,1,low,Stable Learner,Strong Retention
L0005,5,A,Entertainment,7.596917696337549,5,reasoning,easy,long_delay,1.0,0.6587234116107634,9.18130694852047,0.0,0.837417639294693,0,1,2,low,Stable Learner,Strong Retention
L0005,5,A,Cooking,16.76121422512112,6,reasoning,easy,short_delay,1.0,0.5689896563367356,11.281554344674166,0.0,0.837417639294693,4,2,1,low,Stable Learner,Strong Retention
L0005,5,A,News,19.190366803371425,7,factual_recall,easy,short_delay,1.0,0.8054353585390382,12.78710438662783,0.0,0.837417639294693,2,2,2,low,Stable Learner,Strong Retention
L0005,5,A,Sports,19.108916145432776,8,factual_recall,easy,immediate,1.0,0.7528223966361665,15.282113901669675,0.0,0.837417639294693,2,2,2,low,Stable Learner,Strong Retention
L0005,5,A,Cooking,12.112530942239271,9,comprehension,easy,long_delay,1.0,0.8459385771716612,10.425035311101711,0.0,0.837417639294693,0,3,0,low,Stable Learner,Strong Retention
L0006,6,A,Sports,6.737850865029026,0,reasoning,easy,immediate,1.0,0.7974137152046145,8.151635534633492,0.0,0.9166535186309128,4,3,2,low,Stable Learner,Strong Retention
L0006,6,A,News,9.209171542004839,1,factual_recall,medium,short_delay,1.0,0.8313908211457554,13.390833809803828,0.0,0.9166535186309128,0,2,0,low,Stable Learner,Strong Retention
L0006,6,A,News,5.220242653401062,2,factual_recall,medium,long_delay,1.0,0.7166631194050594,10.3716870545987,0.0,0.9166535186309128,3,3,1,low,Stable Learner,Strong Retention
L0006,6,A,Sports,7.304193485909522,3,comprehension,medium,long_delay,1.0,0.6410432506691032,10.86254464783962,0.0,0.9166535186309128,0,2,1,low,Stable Learner,Strong Retention
L0006,6,A,Cooking,19.931967088754558,4,inference,medium,long_delay,1.0,0.5927016564008708,12.741302597661528,0.0,0.9166535186309128,2,1,2,low,Stable Learner,Strong Retention
L0006,6,A,Entertainment,15.58109548226019,5,inference,medium,long_delay,1.0,0.6882615887010393,14.476684467901574,0.0,0.9166535186309128,3,1,0,low,Stable Learner,Strong Retention
L0006,6,A,Entertainment,12.876324544508918,6,comprehension,medium,immediate,1.0,0.7541324715060668,10.642966064463938,0.0,0.9166535186309128,3,0,1,low,Stable Learner,Strong Retention
L0006,6,A,World,19.83699504025408,7,inference,medium,immediate,1.0,0.7706808413351238,16.255406130937434,0.0,0.9166535186309128,4,3,2,low,Stable Learner,Strong Retention
L0006,6,A,Entertainment,11.723684198815267,8,comprehension,hard,short_delay,1.0,0.9937231162429517,7.432247095430384,0.0,0.9166535186309128,1,0,2,low,Stable Learner,Strong Retention
L0006,6,A,Entertainment,11.506685409838894,9,reasoning,medium,long_delay,1.0,0.9105993369907298,12.025356249449073,0.0,0.9166535186309128,0,1,0,low,Stable Learner,Strong Retention
L0007,7,A,Sports,10.082834534144075,0,comprehension,easy,immediate,1.0,0.8637470902651122,11.363260514479757,0.0,0.8217120463909743,1,0,1,low,Stable Learner,Strong Retention
L0007,7,A,World,11.723109923853073,1,reasoning,easy,immediate,1.0,0.7461228682382257,12.813552962479774,0.0,0.8217120463909743,2,2,0,low,Stable Learner,Strong Retention
L0007,7,A,Cooking,15.545501985483389,2,reasoning,medium,short_delay,1.0,0.9147812660733564,7.965855832227569,0.0,0.8217120463909743,3,3,2,low,Stable Learner,Strong Retention
L0007,7,A,Entertainment,12.162588104415992,3,inference,hard,short_delay,1.0,0.5605739695099529,14.827398563596203,0.0,0.8217120463909743,4,2,2,low,Stable Learner,Strong Retention
L0007,7,A,Sports,16.730077561072658,4,inference,medium,long_delay,1.0,0.7213434224895832,14.650663881541936,0.0,0.8217120463909743,0,0,1,low,Stable Learner,Strong Retention
L0007,7,A,Entertainment,11.60133049291053,5,factual_recall,medium,long_delay,1.0,0.6313531848765899,13.540151750624403,0.0,0.8217120463909743,3,1,2,low,Stable Learner,Strong Retention
L0007,7,A,News,9.323423682318579,6,inference,hard,long_delay,1.0,0.7173770533636048,14.226133771005053,0.0,0.8217120463909743,4,2,1,low,Stable Learner,Strong Retention
L0007,7,A,Sports,6.8580466229633155,7,reasoning,easy,short_delay,1.0,0.8247665901108944,13.185672003234638,0.0,0.8217120463909743,3,3,1,low,Stable Learner,Strong Retention
L0007,7,A,World,11.974601842904796,8,inference,easy,long_delay,1.0,0.7820773374550245,20.14029321092427,0.0,0.8217120463909743,1,1,0,low,Stable Learner,Strong Retention
L0007,7,A,Entertainment,6.272289084677481,9,comprehension,medium,short_delay,1.0,0.7746622431051986,11.65162331578996,0.0,0.8217120463909743,4,1,2,low,Stable Learner,Strong Retention
L0008,8,A,Entertainment,15.764587214623514,0,reasoning,medium,long_delay,1.0,0.8538034439928252,17.804715396084255,0.0,0.8157201341307596,2,3,1,low,Strong Retention,Strong Retention
L0008,8,A,Sports,11.119129266969233,1,factual_recall,easy,immediate,1.0,0.6965691948325602,10.237390313721031,0.0,0.8157201341307596,2,0,2,low,Strong Retention,Strong Retention
L0008,8,A,World,13.928192606200577,2,factual_recall,easy,short_delay,1.0,0.8235276111588264,12.128430695883738,0.0,0.8157201341307596,2,3,0,low,Strong Retention,Strong Retention
L0008,8,A,Cooking,7.015503699695922,3,comprehension,medium,immediate,1.0,0.657626556460094,13.075653790714403,0.0,0.8157201341307596,0,1,0,low,Strong Retention,Strong Retention
L0008,8,A,Cooking,11.799198747502452,4,comprehension,hard,short_delay,1.0,0.8446322147543064,9.521336263485546,0.0,0.8157201341307596,4,1,1,low,Strong Retention,Strong Retention
L0008,8,A,Cooking,19.388139092668638,5,inference,hard,short_delay,1.0,0.7193401095692628,13.884545173599717,0.0,0.8157201341307596,2,3,0,low,Strong Retention,Strong Retention
L0008,8,A,Sports,8.526456753209892,6,inference,medium,immediate,1.0,0.6717365349739479,9.866190611341102,0.0,0.8157201341307596,4,3,0,low,Strong Retention,Strong Retention
L0008,8,A,Cooking,16.13476924126965,7,comprehension,medium,short_delay,1.0,0.87138201364824,10.353446711135163,0.0,0.8157201341307596,3,0,0,low,Strong Retention,Strong Retention
L0008,8,A,World,9.837385207529978,8,comprehension,easy,immediate,1.0,0.8241644521676752,17.450570559213364,0.0,0.8157201341307596,1,3,0,low,Strong Retention,Strong Retention
L0008,8,A,Sports,13.42234091621577,9,reasoning,hard,short_delay,1.0,0.7386023198607103,7.837655789950268,0.0,0.8157201341307596,3,2,1,low,Strong Retention,Strong Retention
L0009,9,A,News,12.34253009760812,0,factual_recall,easy,immediate,1.0,0.7564592527056038,8.69317981233242,0.0,0.8739338540681357,2,1,1,low,Strong Retention,Strong Retention
L0009,9,A,Entertainment,17.618055593224348,1,factual_recall,easy,immediate,1.0,0.7520896829088021,8.870334664154218,0.0,0.8739338540681357,1,2,0,low,Strong Retention,Strong Retention
L0009,9,A,World,15.248875364882194,2,reasoning,medium,immediate,1.0,0.879080172117899,2.7185759504554206,0.0,0.8739338540681357,3,1,0,low,Strong Retention,Strong Retention
L0009,9,A,World,5.728539347704372,3,reasoning,medium,long_delay,1.0,0.9498374440296733,8.145446222524784,0.0,0.8739338540681357,3,0,0,low,Strong Retention,Strong Retention
L0009,9,A,Entertainment,7.073080574577961,4,comprehension,easy,long_delay,1.0,0.75411595068507,8.339375536616295,0.0,0.8739338540681357,0,0,2,low,Strong Retention,Strong Retention
L0009,9,A,News,5.469252693524668,5,comprehension,easy,long_delay,1.0,0.757522627220691,11.19558138192468,0.0,0.8739338540681357,3,1,0,low,Strong Retention,Strong Retention
L0009,9,A,News,13.852930741491893,6,factual_recall,hard,long_delay,1.0,0.83140772238698,16.451863566641055,1.0,0.8739338540681357,2,0,0,low,Strong Retention,Strong Retention
L0009,9,A,World,14.28678629640461,7,reasoning,easy,long_delay,1.0,0.77542384999871,11.01975739523719,0.0,0.8739338540681357,3,3,2,low,Strong Retention,Strong Retention
L0009,9,A,Sports,18.781905213540213,8,reasoning,medium,short_delay,1.0,0.8952053653139891,7.876745118915385,0.0,0.8739338540681357,4,2,2,low,Strong Retention,Strong Retention
L0009,9,A,World,10.42304117958799,9,factual_recall,hard,immediate,1.0,0.5748222709380953,11.772181835145885,1.0,0.8739338540681357,1,2,2,low,Strong Retention,Strong Retention
L0010,10,A,News,14.95431569990528,0,reasoning,hard,long_delay,1.0,0.8740014236304336,13.020853667423498,0.0,0.931768557143064,0,0,0,low,Strong Retention,Strong Retention
L0010,10,A,Cooking,8.469208095302784,1,inference,hard,long_delay,1.0,0.8636906283372211,17.402500483810627,0.0,0.931768557143064,1,2,1,low,Strong Retention,Strong Retention
L0010,10,A,News,10.942497500888734,2,factual_recall,hard,long_delay,1.0,0.8340791408002106,12.048212722407301,0.0,0.931768557143064,2,2,2,low,Strong Retention,Strong Retention
L0010,10,A,Cooking,16.37633355777131,3,factual_recall,hard,immediate,1.0,0.6216388870285817,12.811189107591117,0.0,0.931768557143064,2,3,1,low,Strong Retention,Strong Retention
L0010,10,A,World,16.940428344655675,4,comprehension,medium,short_delay,1.0,0.8083621077410558,7.626114518152068,0.0,0.931768557143064,2,1,2,low,Strong Retention,Strong Retention
L0010,10,A,News,18.34484632513096,5,factual_recall,medium,immediate,1.0,0.7443808041150876,13.587965217995361,0.0,0.931768557143064,3,1,0,low,Strong Retention,Strong Retention
L0010,10,A,Sports,7.676626427327464,6,inference,hard,immediate,1.0,0.672015904235998,12.241543713697668,0.0,0.931768557143064,4,3,2,low,Strong Retention,Strong Retention
L0010,10,A,World,8.18221111284952,7,reasoning,medium,long_delay,1.0,0.9681816619300825,6.789391532662142,0.0,0.931768557143064,3,2,2,low,Strong Retention,Strong Retention
L0010,10,A,Entertainment,12.755292302741438,8,reasoning,easy,long_delay,1.0,0.9728995340885704,11.795211552733612,0.0,0.931768557143064,3,2,1,low,Strong Retention,Strong Retention
L0010,10,A,Entertainment,13.549007279622895,9,reasoning,easy,long_delay,1.0,0.9359220600295612,11.681081744572767,0.0,0.931768557143064,4,2,2,low,Strong Retention,Strong Retention
L0011,11,A,News,8.891597597818013,0,reasoning,easy,immediate,1.0,0.983738667548752,9.170941880194146,0.0,0.9713742641842252,0,1,0,low,Stable Learner,Strong Retention
L0011,11,A,World,14.787788011289948,1,factual_recall,medium,long_delay,1.0,0.7664060774959852,15.875991481103432,0.0,0.9713742641842252,0,0,0,low,Stable Learner,Strong Retention
L0011,11,A,News,16.472053289108516,2,reasoning,easy,long_delay,1.0,0.9905060214064471,10.552669851662634,0.0,0.9713742641842252,3,3,0,low,Stable Learner,Strong Retention
L0011,11,A,World,19.735500246567987,3,reasoning,hard,short_delay,1.0,0.8035576476984625,10.040999268395163,0.0,0.9713742641842252,0,1,0,low,Stable Learner,Strong Retention
L0011,11,A,World,13.293473810966923,4,reasoning,medium,immediate,1.0,0.9753691026701081,15.634405439568445,0.0,0.9713742641842252,4,3,2,low,Stable Learner,Strong Retention
L0011,11,A,Entertainment,13.135466034533074,5,factual_recall,easy,immediate,1.0,0.7906701350346509,12.12434235108461,0.0,0.9713742641842252,1,1,0,low,Stable Learner,Strong Retention
L0011,11,A,News,13.763417900918272,6,inference,medium,long_delay,1.0,0.8131057826046145,13.114303658047223,0.0,0.9713742641842252,3,1,2,low,Stable Learner,Strong Retention
L0011,11,A,Sports,11.072824466398007,7,comprehension,hard,immediate,1.0,0.8365474472642835,12.055940887461169,0.0,0.9713742641842252,3,0,0,low,Stable Learner,Strong Retention
L0011,11,A,Entertainment,6.809830061655296,8,inference,easy,long_delay,1.0,1.0,13.346332506421739,0.0,0.9713742641842252,3,0,1,low,Stable Learner,Strong Retention
L0011,11,A,Sports,17.697178041019356,9,factual_recall,easy,short_delay,1.0,0.8851285574844789,13.699863589744597,0.0,0.9713742641842252,2,0,1,low,Stable Learner,Strong Retention
L0012,12,A,Entertainment,19.829058477793648,0,comprehension,easy,long_delay,1.0,0.9436301756563291,11.321120814318487,0.0,0.9578753879010568,4,2,1,low,Stable Learner,Strong Retention
L0012,12,A,Cooking,7.29315683189504,1,inference,hard,long_delay,1.0,0.8529413407125722,13.655169268760856,0.0,0.9578753879010568,1,2,0,low,Stable Learner,Strong Retention
L0012,12,A,World,16.916855457438267,2,reasoning,medium,short_delay,1.0,0.93634287120857,11.07092268030306,1.0,0.9578753879010568,0,3,1,low,Stable Learner,Strong Retention
L0012,12,A,Entertainment,8.179319166208138,3,comprehension,hard,short_delay,1.0,0.6119201572025943,12.302853151827335,0.0,0.9578753879010568,2,1,1,low,Stable Learner,Strong Retention
L0012,12,A,Entertainment,19.90052747616767,4,comprehension,easy,immediate,1.0,0.7682093451371538,12.024066721744285,0.0,0.9578753879010568,4,0,1,low,Stable Learner,Strong Retention
L0012,12,A,Cooking,6.935450857730626,5,reasoning,easy,long_delay,1.0,0.7132994743676574,13.793296263892637,0.0,0.9578753879010568,3,1,1,low,Stable Learner,Strong Retention
L0012,12,A,News,9.787347419121051,6,inference,medium,long_delay,1.0,0.8119225861127393,16.661230142188707,0.0,0.9578753879010568,3,1,0,low,Stable Learner,Strong Retention
L0012,12,A,Entertainment,13.995430350739856,7,comprehension,medium,short_delay,1.0,0.7428550780803264,18.589575990413316,0.0,0.9578753879010568,4,2,1,low,Stable Learner,Strong Retention
L0012,12,A,Cooking,15.171410913197423,8,comprehension,hard,long_delay,1.0,0.7833842158050268,13.238480327636667,0.0,0.9578753879010568,2,0,2,low,Stable Learner,Strong Retention
L0012,12,A,Cooking,18.387315345309894,9,factual_recall,hard,immediate,1.0,0.988217488020405,14.358187544142408,0.0,0.9578753879010568,4,1,1,low,Stable Learner,Strong Retention
L0013,13,A,Entertainment,13.131185524260788,0,comprehension,medium,long_delay,1.0,0.979437005460036,10.342107736656565,0.0,0.9739637255337116,3,3,1,low,Stable Learner,Strong Retention
L0013,13,A,Entertainment,8.82660396541071,1,reasoning,medium,immediate,1.0,0.9314807871505906,14.535641510934969,0.0,0.9739637255337116,1,2,2,low,Stable Learner,Strong Retention
L0013,13,A,Cooking,15.281415811415213,2,reasoning,medium,immediate,1.0,0.7890265818369817,12.011973164799823,0.0,0.9739637255337116,2,1,2,low,Stable Learner,Strong Retention
L0013,13,A,World,14.153411666498688,3,reasoning,medium,immediate,1.0,0.8352720163026344,13.360839907473352,0.0,0.9739637255337116,4,3,2,low,Stable Learner,Strong Retention
L0013,13,A,Sports,13.168226030620094,4,reasoning,hard,short_delay,1.0,0.8766822871784244,14.680316968808759,0.0,0.9739637255337116,2,2,2,low,Stable Learner,Strong Retention
L0013,13,A,Sports,8.663075011488324,5,reasoning,hard,long_delay,1.0,0.8121177949299463,10.500634148409562,0.0,0.9739637255337116,4,1,2,low,Stable Learner,Strong Retention
L0013,13,A,World,16.17487288669533,6,inference,hard,long_delay,1.0,0.8130764187911544,15.024992654519224,0.0,0.9739637255337116,1,3,0,low,Stable Learner,Strong Retention
L0013,13,A,Cooking,11.846782917714075,7,factual_recall,easy,short_delay,1.0,0.8823753131876183,13.515370413833578,0.0,0.9739637255337116,3,2,0,low,Stable Learner,Strong Retention
L0013,13,A,Sports,13.789420611440821,8,reasoning,medium,short_delay,1.0,0.7940717353974068,7.0607476523540855,0.0,0.9739637255337116,1,0,1,low,Stable Learner,Strong Retention
L0013,13,A,World,17.90854878941564,9,factual_recall,easy,short_delay,1.0,0.7270713063626338,17.769219164744978,0.0,0.9739637255337116,0,0,1,low,Stable Learner,Strong Retention
L0014,14,A,Sports,11.918133287563608,0,reasoning,easy,short_delay,1.0,0.7803114301296091,12.975009921606592,0.0,0.8961321910089574,1,0,1,low,Strong Retention,Strong Retention
L0014,14,A,Entertainment,10.300065426027016,1,reasoning,hard,long_delay,1.0,0.6885383036932073,11.395009413014497,0.0,0.8961321910089574,4,3,2,low,Strong Retention,Strong Retention
L0014,14,A,World,9.823185233613493,2,reasoning,easy,long_delay,1.0,0.7770707346447693,13.73037780690461,0.0,0.8961321910089574,3,3,0,low,Strong Retention,Strong Retention
L0014,14,A,Cooking,18.395465293044545,3,reasoning,easy,short_delay,1.0,0.6407205740278473,12.247665934719837,0.0,0.8961321910089574,4,3,0,low,Strong Retention,Strong Retention
L0014,14,A,Sports,13.007600199109405,4,comprehension,easy,immediate,1.0,0.7087122013281173,12.441582902448873,0.0,0.8961321910089574,2,0,0,low,Strong Retention,Strong Retention
L0014,14,A,News,11.544749895413947,5,inference,hard,immediate,1.0,0.8226786046109136,10.366667348693323,0.0,0.8961321910089574,0,1,1,low,Strong Retention,Strong Retention
L0014,14,A,Entertainment,7.520012728668067,6,inference,easy,immediate,1.0,0.9319013197741397,6.407561360804597,0.0,0.8961321910089574,0,3,0,low,Strong Retention,Strong Retention
L0014,14,A,World,13.084126493962803,7,reasoning,hard,immediate,1.0,1.0,5.825499189911674,0.0,0.8961321910089574,0,1,1,low,Strong Retention,Strong Retention
L0014,14,A,Cooking,8.86177938985945,8,factual_recall,easy,long_delay,1.0,0.74134149149291,14.612979533124907,0.0,0.8961321910089574,1,2,1,low,Strong Retention,Strong Retention
L0014,14,A,Entertainment,11.970194567859943,9,reasoning,medium,short_delay,1.0,0.9435300156645441,10.893199639657146,0.0,0.8961321910089574,1,2,0,low,Strong Retention,Strong Retention
L0015,15,A,News,9.060451422426606,0,reasoning,easy,short_delay,1.0,0.7615754087119431,17.891814288758297,0.0,0.9236543599013738,0,1,1,low,Strong Retention,Strong Retention
L0015,15,A,Cooking,15.149785737644565,1,inference,easy,short_delay,1.0,0.9019043693241763,2.196511485839654,1.0,0.9236543599013738,0,0,0,low,Strong Retention,Strong Retention
